time;sensor_id5_AccX;sensor_id1_AccX;sensor_id2_AccX;machine_nameKuka Robot_voltage;sensor_id4_AccX;sensor_id3_AccX;sensor_id5_AccY;sensor_id1_AccY;sensor_id2_AccY;sensor_id4_AccY;sensor_id3_AccY;sensor_id5_AccZ;sensor_id1_AccZ;sensor_id4_AccZ;sensor_id2_AccZ;sensor_id3_AccZ;machine_nameKuka Robot_current;machine_nameKuka Robot_power;sensor_id4_AngX;sensor_id2_AngX;sensor_id1_AngX;sensor_id5_AngX;sensor_id3_AngX;sensor_id2_AngY;sensor_id4_AngY;sensor_id1_AngY;sensor_id5_AngY;sensor_id4_AngZ;sensor_id2_AngZ;sensor_id3_AngY;sensor_id1_AngZ;sensor_id5_AngZ;sensor_id3_AngZ;machine_nameKuka Robot_apparent_power;sensor_id1_GyroX;sensor_id2_GyroX;sensor_id4_GyroX;sensor_id3_GyroX;sensor_id5_GyroX;sensor_id1_GyroY;sensor_id2_GyroY;sensor_id4_GyroY;sensor_id3_GyroY;sensor_id5_GyroY;sensor_id1_GyroZ;sensor_id2_GyroZ;sensor_id4_GyroZ;sensor_id3_GyroZ;sensor_id5_GyroZ;machine_nameKuka Robot_power_factor;machine_nameKuka Robot_reactive_power;sensor_id5_Temperature;machine_nameKuka Robot_phase_angle;machine_nameKuka Robot_export_active_energy;machine_nameKuka Robot_import_reactive_energy;machine_nameKuka Robot_export_reactive_energy;sensor_id1_Temperature;machine_nameKuka Robot_frequency;machine_nameKuka Robot_import_active_energy;sensor_id2_Temperature;sensor_id4_Temperature;sensor_id3_Temperature;machine_nameAbb Robot_voltage;machine_nameAbb Robot_current;machine_nameAbb Robot_power;machine_nameAbb Robot_apparent_power;machine_nameAbb Robot_reactive_power;machine_nameAbb Robot_power_factor;machine_nameAbb Robot_frequency;machine_nameAbb Robot_phase_angle;machine_nameAbb Robot_import_active_energy;machine_nameAbb Robot_export_active_energy;machine_nameAbb Robot_export_reactive_energy;machine_nameAbb Robot_import_reactive_energy
2022-08-11T14:01:35.844297+00:00;0.78;306.39;4.76;227.518356;1.2;313.11;306.56;311.7;0.32;307.92;313.25;306.23;306.71;7.73;8.21;303.59;1.018041;127.265381;323.78;7.96;195.6;223.78;182.04;329.96;352.96;45.19;355.58;213.68;75.88;2.72;37.56;341.66;182.99;165.772736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.76771;-106.217049;28.48;320.145752;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.41;28.65;28.81;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:35.944297+00:00;0.78;306.41;4.79;227.518356;1.18;313.13;306.55;311.67;0.34;307.92;313.26;306.25;306.72;7.75;8.2;303.61;1.018041;127.265381;323.78;7.97;195.6;223.78;182.04;329.96;352.96;45.19;355.58;213.68;75.88;2.72;37.56;341.66;182.99;165.772736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.76771;-106.217049;28.44;320.145752;0.0;0.0;1383.485962;28.48;50.0;1618.994019;28.37;28.65;28.85;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.044297+00:00;0.78;306.44;4.75;227.518356;1.19;313.13;306.55;311.67;0.33;307.92;313.24;306.24;306.72;7.76;8.21;303.6;1.018041;127.265381;323.78;7.97;195.6;223.78;182.04;329.96;352.95;45.19;355.58;213.68;75.88;2.72;37.56;341.66;182.99;165.772736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.76771;-106.217049;28.51;320.145752;0.0;0.0;1383.485962;28.44;50.0;1618.994019;28.37;28.61;28.81;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.144297+00:00;0.8;306.42;4.78;227.518356;1.21;313.13;306.56;311.69;0.31;307.91;313.23;306.25;306.73;7.74;8.22;303.61;1.018041;127.265381;323.78;7.97;195.6;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.88;2.72;37.56;341.66;182.99;165.772736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.76771;-106.217049;28.44;320.145752;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.34;28.68;28.85;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.244297+00:00;0.79;306.43;4.78;227.506454;1.17;313.12;306.55;311.69;0.33;307.92;313.24;306.25;306.7;7.75;8.2;303.59;1.020622;126.321358;323.78;7.97;195.6;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.88;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.44;320.036957;0.0;0.0;1383.485962;28.48;50.0;1618.994019;28.34;28.61;28.85;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.344297+00:00;0.78;306.42;4.79;227.506454;1.22;313.13;306.53;311.68;0.33;307.89;313.25;306.25;306.71;7.75;8.23;303.58;1.020622;126.321358;323.78;7.97;195.6;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.88;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.44;320.036957;0.0;0.0;1383.485962;28.48;50.0;1618.994019;28.37;28.61;28.85;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.444297+00:00;0.78;306.41;4.77;227.506454;1.19;313.11;306.55;311.68;0.32;307.92;313.25;306.25;306.7;7.75;8.21;303.62;1.020622;126.321358;323.78;7.97;195.6;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.37;28.68;28.85;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.544297+00:00;0.77;306.41;4.76;227.506454;1.19;313.15;306.55;311.66;0.32;307.92;313.27;306.24;306.71;7.76;8.24;303.6;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.41;28.61;28.81;228.996445;0.398537;81.283127;88.96698;-36.165421;0.913633;50.0;336.010529;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.644297+00:00;0.78;306.41;4.77;227.506454;1.2;313.14;306.56;311.69;0.34;307.91;313.25;306.25;306.71;7.76;8.2;303.6;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.37;28.61;28.81;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.048878;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.744297+00:00;0.79;306.39;4.77;227.506454;1.19;313.12;306.56;311.67;0.31;307.92;313.24;306.27;306.72;7.81;8.22;303.59;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.54;50.0;1618.994019;28.37;28.61;28.81;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.048878;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.844297+00:00;0.79;306.43;4.78;227.506454;1.16;313.15;306.57;311.68;0.32;307.93;313.24;306.22;306.7;7.77;8.21;303.61;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.34;28.58;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.048878;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:36.944297+00:00;0.78;306.42;4.77;227.506454;1.2;313.15;306.56;311.68;0.32;307.93;313.25;306.25;306.72;7.76;8.22;303.6;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.41;28.68;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.048878;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.044297+00:00;0.78;306.41;4.77;227.506454;1.18;313.14;306.55;311.65;0.33;307.92;313.25;306.23;306.71;7.76;8.24;303.6;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.37;28.65;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.048878;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.144297+00:00;0.79;306.42;4.78;227.506454;1.19;313.14;306.55;311.68;0.33;307.92;313.27;306.26;306.71;7.73;8.23;303.58;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.51;320.036957;0.0;0.0;1383.485962;28.54;50.0;1618.994019;28.41;28.65;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.244297+00:00;0.78;306.4;4.76;227.506454;1.17;313.13;306.55;311.66;0.31;307.91;313.27;306.25;306.71;7.77;8.22;303.6;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.44;50.0;1618.994019;28.41;28.61;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.344297+00:00;0.81;306.4;4.79;227.506454;1.19;313.13;306.56;311.68;0.32;307.92;313.24;306.23;306.69;7.77;8.21;303.6;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.51;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.34;28.65;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.444297+00:00;0.78;306.39;4.78;227.506454;1.19;313.14;306.55;311.67;0.36;307.89;313.22;306.25;306.71;7.77;8.2;303.58;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.96;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.37;28.61;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.544297+00:00;0.8;306.39;4.78;227.506454;1.21;313.13;306.56;311.7;0.31;307.94;313.25;306.25;306.72;7.76;8.21;303.62;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.96;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.51;50.0;1618.994019;28.37;28.58;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.644297+00:00;0.78;306.41;4.78;227.506454;1.18;313.13;306.56;311.7;0.33;307.9;313.27;306.24;306.71;7.78;8.22;303.61;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.96;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.51;320.036957;0.0;0.0;1383.485962;28.48;50.0;1618.994019;28.34;28.65;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.744297+00:00;0.78;306.41;4.77;227.564468;1.18;313.13;306.56;311.68;0.33;307.88;313.27;306.23;306.73;7.75;8.22;303.58;1.020622;126.321358;323.78;7.97;195.61;223.78;182.04;329.96;352.96;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;164.804565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766492;-105.836731;28.48;320.036957;0.0;0.0;1383.485962;28.48;50.0;1618.994019;28.37;28.61;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.844297+00:00;0.78;306.41;4.78;227.564468;1.19;313.12;306.57;311.66;0.32;307.92;313.25;306.24;306.71;7.74;8.24;303.59;1.01033;126.89241;323.78;7.97;195.61;223.78;182.04;329.96;352.96;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;165.630737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766116;-106.441475;28.51;320.003479;0.0;0.0;1383.485962;28.48;50.048878;1618.994019;28.37;28.58;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:37.944297+00:00;0.78;306.41;4.78;227.564468;1.21;313.14;306.56;311.68;0.34;307.94;313.27;306.24;306.71;7.76;8.22;303.61;1.01033;126.89241;323.78;7.97;195.61;223.78;182.04;329.96;352.96;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;165.630737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766116;-106.441475;28.48;320.003479;0.0;0.0;1383.485962;28.51;50.048878;1618.994019;28.34;28.65;28.85;229.015381;0.398288;81.263107;88.886909;-36.013226;0.91423;50.0;336.09491;1070.019043;0.0;485.651001;0.0
2022-08-11T14:01:38.044297+00:00;0.77;306.4;4.79;227.564468;1.19;313.15;306.57;311.7;0.33;307.9;313.26;306.24;306.72;7.76;8.23;303.59;1.01033;126.89241;323.78;7.97;195.61;223.78;182.04;329.96;352.95;45.18;355.58;213.68;75.89;2.72;37.56;341.66;182.99;165.630737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766116;-106.441475;28.48;320.003479;0.0;0.0;1383.485962;28.51;50.048878;1618.994019;28.41;28.68;28.85;229.019455;0.397437;81.071877;88.744476;-36.09285;0.913543;50.0;335.997864;1070.019043;0.0;485.651001;0.0
